CustomerId,Age,Gender,isCustomerSuspended,CallDropRate,NumberOfComplaints,MonthlyBilledAmount - Rs,UnpaidBalance - Rs,NumberOfMonthUnpaid,TotalMinsUsedInLastMonth,TotalCallDuration,AvgCallDuration,PercentageCallOutsideNetwork,isChurned
7395,40,Female,Yes,0.01,2,1500,6600,6,488,1141,285,0.42,No
7396,56,Male,Yes,0.03,0,1710,2400,4,491,3049,609,0.63,No
7397,58,Female,Yes,0.06,1,840,3450,6,91,5459,682,0.16,No
7398,60,Female,Yes,0.02,3,3570,4500,0,190,3286,657,0.69,No
7399,62,Male,Yes,0.06,0,2700,5550,2,289,3399,679,0.22,No
7400,25,Female,Yes,0.04,1,840,6000,0,486,3818,763,0.68,No
7401,13,Male,Yes,0.03,0,2040,2400,2,392,1476,492,0.97,No
7402,15,Male,Yes,0.07,1,1170,3450,4,491,1354,677,0.5,No
7403,17,Female,Yes,0.02,2,300,4500,6,91,2534,633,0.03,No
7404,47,Male,Yes,0.01,3,2010,4950,4,288,5740,1148,0.48,No
7405,49,Male,Yes,0.04,1,1140,6000,6,387,1403,467,0.01,No
7406,37,Female,Yes,0.04,3,2370,2400,0,293,5902,843,0.3,No
7407,39,Female,Yes,0.07,0,1470,3450,2,392,7552,839,0.83,No
7408,70,Male,Yes,0.06,2,3210,3900,0,89,4579,915,0.29,No
7409,72,Female,Yes,0.01,3,2340,4950,2,188,2083,1041,0.82,No
7410,74,Female,Yes,0.05,0,1470,6000,4,288,5191,648,0.35,No
7411,62,Male,Yes,0.04,3,2670,2400,6,193,7305,811,0.63,No
7412,24,Female,Yes,0.02,0,810,2850,4,390,6008,1001,0.09,No
7413,26,Male,Yes,0.06,1,3540,3900,6,490,3444,688,0.62,No
7414,28,Male,Yes,0.02,2,2670,4950,0,89,2645,661,0.15,No
7415,30,Female,Yes,0.05,3,1800,6000,2,188,2621,873,0.68,No
7416,46,Male,Yes,0.07,2,2010,1800,0,192,5500,1100,0.89,No
7417,49,Female,Yes,0.03,3,1140,2850,2,291,4808,961,0.42,No
7418,51,Female,Yes,0.07,0,3870,3900,4,390,5233,581,0.96,No
7419,53,Female,Yes,0.02,2,3000,4950,6,490,5879,839,0.49,No
7420,69,Female,Yes,0.04,0,3210,750,4,493,3372,421,0.7,No
7421,71,Female,Yes,0,1,2340,1800,6,92,5023,717,0.23,No
7422,73,Male,Yes,0.03,3,1470,2820,0,192,1156,578,0.76,No
7423,75,Male,Yes,0.07,0,600,3870,2,291,3524,881,0.29,No
7424,23,Male,Yes,0.01,2,810,7170,0,294,2850,712,0.5,No
7425,25,Male,No,0.05,0,3540,720,2,393,2438,609,0.03,Yes
7426,27,Female,Yes,0,1,2670,1770,4,493,5481,913,0.56,No
7427,30,Female,Yes,0.04,2,1800,2820,6,92,2807,561,0.09,Yes
7428,45,Female,Yes,0.06,1,2010,6120,4,95,4053,810,0.3,No
7429,48,Female,Yes,0.02,2,1140,7170,6,195,4793,1198,0.83,No
7430,50,Male,Yes,0.05,3,3870,720,0,294,5217,745,0.37,No
7431,52,Male,Yes,0.01,0,3000,1770,2,393,1695,847,0.9,No
7432,14,Female,Yes,0.07,2,1140,2220,0,90,4501,750,0.35,Yes
7433,70,Male,Yes,0.07,0,2340,6120,2,496,4213,526,0.64,No
7434,72,Male,Yes,0.02,1,1470,7170,4,95,3542,885,0.17,No
7435,74,Female,Yes,0.06,3,600,720,6,195,2999,499,0.7,No
7436,37,Male,Yes,0.04,0,2310,1170,4,392,2894,578,0.16,No
7437,39,Male,Yes,0,1,1440,2220,6,491,2652,663,0.69,No
7438,27,Female,Yes,0.07,3,2670,6120,0,397,2157,539,0.97,No
7439,29,Male,Yes,0.03,1,1800,7170,2,496,2960,422,0.5,No
7440,59,Female,Yes,0.01,2,3510,7620,0,193,2982,426,0.96,No
7441,61,Female,Yes,0.04,3,2640,1170,2,292,6300,900,0.49,No
7442,63,Male,Yes,0,0,1770,2220,4,392,1295,647,0.02,No
7443,51,Female,Yes,0,3,2970,6120,6,297,2855,713,0.31,No
7444,13,Male,Yes,0.06,0,1110,6570,4,494,6316,789,0.76,No
7445,16,Male,No,0.01,1,3840,7620,6,94,4528,754,0.29,No
7446,18,Female,Yes,0.05,3,2970,1170,0,193,6822,758,0.82,No
7447,20,Female,Yes,0.01,0,2100,2220,2,292,2961,740,0.35,No
7448,36,Female,Yes,0.03,2,2310,5520,0,296,2165,541,0.57,Yes
7449,38,Female,Yes,0.06,0,1440,6570,2,395,8288,828,0.1,No
7450,40,Female,Yes,0.02,1,570,7620,4,494,9280,928,0.63,Yes
7451,42,Male,Yes,0.05,2,3300,1170,6,93,5324,665,0.16,No
7452,58,Female,Yes,0,1,3510,4470,4,97,6069,758,0.37,No
7453,60,Male,Yes,0.03,2,2640,5520,6,196,2483,620,0.9,No
7454,62,Male,Yes,0.07,3,1770,6570,0,295,3630,726,0.43,No
7455,65,Female,Yes,0.02,0,900,7620,2,395,4770,954,0.96,No
7456,13,Male,Yes,0.04,3,1110,3420,0,398,7519,751,0.17,No
7457,15,Female,Yes,0,0,3840,4470,2,497,11485,957,0.7,No
7458,17,Female,Yes,0.04,1,2970,5520,4,97,3184,636,0.23,No
7459,19,Male,Yes,0.07,3,2100,6570,6,196,5641,805,0.76,No
7460,35,Female,Yes,0.01,1,2310,2370,4,199,3573,714,0.98,No
7461,37,Male,Yes,0.05,2,1440,3420,6,299,2160,1080,0.51,No
7462,39,Male,Yes,0.01,0,570,4470,0,398,4500,900,0.04,No
7463,41,Male,Yes,0.04,1,3300,5520,2,497,3370,842,0.57,No
7464,72,Female,Yes,0.02,2,1440,5970,0,194,1661,415,0.02,No
7465,59,Male,Yes,0.02,0,2640,2370,2,100,1558,519,0.31,No
7466,62,Female,Yes,0.05,2,1770,3420,4,199,4555,911,0.84,No
7467,64,Female,Yes,0.01,3,900,4470,6,299,2565,513,0.37,No
7468,26,Male,Yes,0.07,0,2640,4920,4,496,3303,825,0.83,Yes
7469,28,Female,Yes,0.03,1,1740,5970,6,95,4227,704,0.36,No
7470,16,Male,Yes,0.02,0,2970,2370,0,1,1377,688,0.64,No
7471,18,Male,Yes,0.06,1,2100,3420,2,100,4434,633,0.18,No
7472,49,Female,Yes,0.04,2,3810,3870,0,297,2631,657,0.63,No
7473,51,Male,Yes,0,0,2940,4920,2,396,2661,887,0.16,No
7474,53,Male,Yes,0.03,1,2070,5970,4,496,2138,712,0.69,No
7475,40,Female,Yes,0.03,3,3270,2370,6,401,3951,790,0.98,No
7476,71,Male,Yes,0.01,1,1410,2820,4,98,3901,780,0.43,No
7477,73,Male,Yes,0.05,2,540,3870,6,198,2876,719,0.97,No
7478,75,Female,Yes,0,3,3270,4920,0,297,2828,707,0.5,No
7479,77,Female,Yes,0.04,0,2400,5970,2,396,5954,744,0.03,No
7480,25,Female,Yes,0.06,3,2610,1770,0,400,5470,781,0.24,No
7481,27,Female,Yes,0.02,0,1740,2820,2,499,1782,594,0.77,No
7482,30,Male,Yes,0.05,1,870,3870,4,98,1951,650,0.3,Yes
7483,32,Male,Yes,0.01,3,3600,4920,6,197,5065,844,0.83,No
7484,48,Male,Yes,0.03,1,3810,720,4,201,3440,860,0.04,No
7485,50,Male,Yes,0.06,2,2940,1770,6,300,6282,785,0.57,No
7486,52,Female,Yes,0.02,0,2070,2820,0,399,3442,688,0.1,No
7487,54,Female,Yes,0.06,1,1200,3870,2,499,1186,395,0.63,No
7488,70,Female,Yes,0,3,1410,7170,0,2,6847,855,0.84,No
7489,72,Female,Yes,0.03,0,540,720,2,101,5012,626,0.38,No
7490,74,Female,Yes,0.07,2,3270,1770,4,201,5419,677,0.91,No
7491,76,Male,Yes,0.03,3,2400,2820,6,300,4768,794,0.44,No
7492,24,Male,Yes,0.05,1,2610,6120,4,303,5895,842,0.65,No
7493,26,Male,Yes,0,3,1740,7170,6,403,4209,1052,0.18,Yes
7494,29,Male,Yes,0.04,0,870,720,0,2,1358,679,0.71,No
7495,31,Female,Yes,0.07,1,3600,1770,2,101,6131,681,0.24,No
7496,61,Male,Yes,0.06,2,1740,2220,0,298,4085,680,0.7,No
7497,49,Female,Yes,0.05,1,2940,6120,2,204,4016,803,0.98,No
7498,51,Female,Yes,0.01,2,2070,7170,4,303,1438,719,0.51,No
7499,53,Male,Yes,0.04,3,1200,720,6,403,584,292,0.04,No
7500,16,Female,Yes,0.03,1,2940,1170,4,100,6307,788,0.5,No
7501,18,Female,Yes,0.06,2,2040,2220,6,199,1992,664,0.03,No
7502,73,Male,Yes,0.06,0,3270,6120,0,105,4763,952,0.32,No
7503,76,Female,Yes,0.01,2,2400,7170,2,204,4467,638,0.85,No
7504,38,Male,Yes,0.07,3,510,7620,0,401,6252,893,0.3,No
7505,40,Male,Yes,0.03,0,3240,1170,2,0,1726,575,0.83,No
7506,42,Male,Yes,0.07,1,2370,2220,4,100,5377,896,0.37,No
7507,30,Female,Yes,0.06,0,3570,6120,6,5,3758,536,0.65,No
7508,60,Male,Yes,0.04,1,1710,6570,4,202,5399,771,0.11,No
7509,62,Female,Yes,0,2,840,7620,6,301,4080,680,0.64,No
7510,65,Female,Yes,0.04,0,3570,1170,0,401,528,528,0.17,No
7511,67,Male,Yes,0.07,1,2700,2220,2,0,3658,731,0.7,No
7512,15,Female,Yes,0.01,3,2910,5520,0,3,1271,254,0.91,No
7513,17,Male,Yes,0.05,1,2040,6570,2,103,3510,585,0.44,No
7514,19,Male,Yes,0,2,1170,7620,4,202,5847,730,0.97,No
7515,21,Female,Yes,0.04,3,300,1170,6,301,3296,659,0.5,No
7516,23,Female,Yes,0,0,3030,2220,0,401,3892,778,0.03,No
7517,39,Female,Yes,0.02,3,3240,5520,6,404,4857,539,0.24,Yes
7518,41,Female,Yes,0.05,0,2370,6570,0,3,3866,773,0.78,No
7519,44,Female,Yes,0.01,1,1500,7620,2,103,6450,645,0.31,No
7520,46,Male,Yes,0.05,2,630,1170,4,202,878,439,0.84,No
7521,62,Female,Yes,0.07,1,840,4470,2,205,3120,1040,0.05,No
7522,64,Male,Yes,0.02,2,3570,5520,4,305,3865,644,0.58,No
7523,66,Male,Yes,0.06,3,2700,6570,6,404,157,157,0.11,Yes
7524,68,Female,Yes,0.02,1,1830,7620,0,3,3412,682,0.64,No
7525,16,Male,Yes,0.04,3,2040,3420,6,7,1746,291,0.85,No
7526,18,Female,Yes,0.07,0,1170,4470,0,106,3859,771,0.38,No
7527,20,Female,Yes,0.03,2,300,5520,2,205,6847,855,0.91,No
7528,22,Male,Yes,0.06,3,3030,6570,4,305,6956,869,0.44,No
7529,25,Male,Yes,0.02,0,2130,7620,6,404,3113,778,0.97,No
7530,40,Male,Yes,0.04,3,2370,3420,4,407,4671,778,0.19,No
7531,43,Male,Yes,0,0,1500,4470,6,7,866,216,0.72,No
7532,45,Male,Yes,0.03,1,600,5520,0,106,1542,514,0.25,No
7533,75,Female,Yes,0.02,2,2340,5970,6,303,6052,756,0.7,No
7534,63,Female,Yes,0.01,1,3570,2370,0,209,7312,914,0.99,No
7535,65,Female,Yes,0.05,2,2700,3420,2,308,5713,952,0.52,No
7536,67,Female,Yes,0,3,1800,4470,4,407,2342,585,0.05,Yes
7537,30,Male,Yes,0.06,1,3540,4920,2,104,2273,1136,0.51,No
7538,32,Female,No,0.02,2,2670,5970,4,203,3066,511,0.04,No
7539,19,Male,Yes,0.01,0,300,2340,6,109,3721,620,0.32,No
7540,22,Male,Yes,0.05,1,3000,3390,0,209,9348,779,0.85,Yes
7541,24,Female,Yes,0.01,3,2130,4440,2,308,5748,958,0.38,No
7542,54,Male,Yes,0.07,0,3870,4890,0,5,2536,634,0.84,No
7543,56,Male,Yes,0.03,1,3000,5940,2,104,1437,287,0.37,No
7544,44,Female,Yes,0.02,0,600,2340,4,10,5201,866,0.66,No
7545,46,Female,Yes,0.06,1,3330,3390,6,109,5293,756,0.19,No
7546,76,Female,Yes,0.04,2,1470,3840,4,306,1445,481,0.64,No
7547,79,Female,Yes,0.07,3,600,4890,6,405,4603,920,0.17,Yes
7548,13,Female,Yes,0.03,1,3330,5940,0,5,2093,523,0.71,No
7549,68,Male,Yes,0.02,3,930,2340,2,410,2785,696,0.99,No
7550,31,Female,Yes,0.01,0,2670,2790,0,107,7249,805,0.45,Yes
7551,33,Male,Yes,0.04,2,1800,3840,2,207,6952,695,0.98,No
7552,35,Male,Yes,0,3,930,4890,4,306,3582,895,0.51,No
7553,37,Female,Yes,0.04,0,3630,5940,6,405,4596,766,0.04,No
7554,53,Male,Yes,0.06,3,3870,1740,4,409,2736,912,0.25,No
7555,55,Female,Yes,0.01,0,3000,2790,6,8,5080,846,0.78,No
7556,58,Female,Yes,0.05,1,2130,3840,0,107,1340,670,0.31,No
7557,60,Male,Yes,0,2,1230,4890,2,207,2094,698,0.84,No
7558,76,Female,Yes,0.02,1,1470,690,0,210,2601,867,0.05,No
7559,78,Male,Yes,0.06,2,600,1740,2,309,1103,551,0.58,No
7560,12,Male,Yes,0.02,3,3330,2790,4,409,1348,674,0.12,No
7561,28,Male,Yes,0.04,2,3540,6090,1,412,3033,606,0.33,No
7562,30,Male,Yes,0.07,3,2670,7140,4,11,4535,755,0.86,Yes
7563,32,Male,Yes,0.03,0,1800,690,6,111,3540,505,0.39,No
7564,34,Female,Yes,0.07,1,900,1740,0,210,1471,490,0.92,No
7565,36,Female,Yes,0.02,3,3630,2790,2,309,8468,769,0.45,No
7566,52,Female,Yes,0.04,1,3870,6090,0,313,2771,692,0.66,No
7567,54,Female,Yes,0,2,3000,7140,2,412,6797,849,0.19,No
7568,57,Male,Yes,0.04,0,2100,690,4,11,5048,631,0.72,No
7569,19,Female,Yes,0.02,1,3840,1140,2,208,3987,797,0.18,Yes
7570,21,Female,Yes,0.05,2,2970,2190,4,307,348,174,0.71,No
7571,77,Male,Yes,0.05,1,600,6090,6,213,4349,483,0.99,No
7572,79,Female,Yes,0,2,3300,7140,0,312,8402,1200,0.53,No
7573,41,Male,Yes,0.07,3,1440,7590,6,9,282,282,0.98,No
7574,44,Male,Yes,0.02,0,570,1140,0,109,2310,577,0.51,No
7575,46,Male,Yes,0.06,2,3300,2190,2,208,1624,541,0.04,No
7576,33,Female,Yes,0.05,0,900,6090,4,114,3297,471,0.33,No
7577,64,Female,Yes,0.04,1,2640,6540,2,311,3663,523,0.79,No
7578,66,Female,Yes,0.07,3,1770,7590,4,410,5826,728,0.32,No
7579,68,Female,Yes,0.03,0,900,1140,6,9,2584,430,0.85,No
7580,70,Male,Yes,0.06,1,3630,2190,0,109,4800,685,0.38,No
7581,18,Female,Yes,0,0,3840,5490,6,112,5413,902,0.59,No
7582,20,Male,Yes,0.04,1,2970,6540,0,211,2531,632,0.12,No
7583,22,Male,Yes,0,2,2100,7590,2,311,5966,662,0.65,No
7584,25,Female,Yes,0.03,3,1230,1140,4,410,4604,920,0.18,No
7585,40,Male,Yes,0.05,2,1440,4440,1,413,2341,585,0.39,No
7586,43,Female,Yes,0.01,3,570,5490,4,13,5578,929,0.92,No
7587,45,Female,Yes,0.05,0,3300,6540,6,112,939,939,0.45,Yes
7588,47,Female,Yes,0,2,2430,7590,0,211,3983,796,0.98,No
7589,63,Female,Yes,0.02,0,2640,3390,5,215,5237,654,0.2,No
7590,65,Male,Yes,0.06,1,1770,4440,0,314,6862,762,0.73,No
7591,67,Male,Yes,0.01,2,900,5490,2,413,3071,1023,0.26,No
7592,69,Male,Yes,0.05,0,3630,6540,4,13,2849,949,0.79,No
7593,17,Male,Yes,0.07,2,3840,2340,1,16,729,364,0,No
7594,19,Male,Yes,0.03,3,2970,3390,4,115,2760,690,0.53,Yes
7595,22,Female,No,0.06,1,2100,4440,6,215,3448,689,0.06,No
7596,24,Female,Yes,0.02,2,1200,5490,0,314,6481,925,0.59,No
7597,54,Male,Yes,0,3,2940,5940,6,11,3330,555,0.05,No
7598,42,Female,Yes,0,2,570,2340,0,417,4454,742,0.33,No
7599,44,Male,Yes,0.03,3,3300,3390,2,16,2336,778,0.86,No
7600,46,Male,Yes,0.07,0,2400,4440,4,115,4040,808,0.39,No
7601,76,Female,Yes,0.05,1,540,4890,2,312,1766,588,0.85,No
7602,79,Male,Yes,0.01,3,3270,5940,4,411,3915,783,0.38,No
7603,66,Female,Yes,0,1,900,2340,6,317,8381,931,0.67,No
7604,68,Female,Yes,0.04,2,3600,3390,0,416,3169,792,0.2,No
7605,31,Male,Yes,0.02,0,1740,3840,5,113,7396,739,0.65,No
7606,33,Male,Yes,0.06,1,870,4890,0,213,6012,668,0.18,No
7607,35,Female,Yes,0.01,2,3600,5940,2,312,6703,837,0.72,No
7608,23,Male,Yes,0.01,1,1200,2340,4,218,1162,387,0,No
7609,53,Female,Yes,0.07,2,2940,2790,1,415,228,228,0.46,No
7610,55,Female,Yes,0.02,3,2070,3840,4,14,4495,749,0.99,No
7611,58,Male,Yes,0.06,0,1200,4890,6,113,3723,620,0.52,No
7612,60,Male,Yes,0.02,2,330,5940,0,213,2874,718,0.05,No
7613,76,Male,Yes,0.04,0,540,1740,5,216,3785,630,0.26,No
7614,78,Male,Yes,0.07,1,3270,2790,0,315,4190,598,0.79,No
7615,12,Female,No,0.03,2,2400,3840,2,415,5968,852,0.32,No
7616,28,Male,Yes,0.05,1,2610,7140,7,418,4961,708,0.53,No
7617,30,Female,Yes,0.01,2,1740,690,1,17,4223,527,0.06,No
7618,32,Female,Yes,0.04,3,870,1740,4,117,1977,659,0.59,No
7619,34,Female,Yes,0,1,3600,2790,6,216,1439,479,0.13,No
7620,50,Female,Yes,0.02,3,3810,6090,3,219,5990,1198,0.34,No
7621,52,Male,Yes,0.06,0,2940,7140,5,319,2767,691,0.87,Yes
7622,54,Male,Yes,0.01,2,2070,690,0,418,3695,527,0.4,No
7623,57,Male,Yes,0.05,3,1200,1740,2,17,1984,661,0.93,No
7624,19,Female,Yes,0.03,0,2940,2190,7,214,3609,451,0.39,No
7625,75,Male,Yes,0.02,3,540,6090,1,120,2084,694,0.67,No
7626,77,Female,Yes,0.06,0,3270,7140,3,219,2358,393,0.2,No
7627,79,Female,Yes,0.02,1,2400,690,6,319,6007,1001,0.73,No
7628,41,Male,Yes,0,2,540,1140,3,15,4471,745,0.19,No
7629,44,Female,Yes,0.03,0,3240,2190,5,115,7791,865,0.72,No
7630,31,Male,Yes,0.03,2,870,6090,7,20,535,535,0,No
7631,62,Female,Yes,0.01,3,2610,6540,5,217,4114,685,0.46,No
7632,64,Female,Yes,0.05,1,1740,7590,7,317,2810,702,0.99,No
7633,66,Male,Yes,0,2,840,1140,1,416,5896,842,0.52,No
7634,68,Male,Yes,0.04,3,3570,2190,4,15,3749,937,0.05,No
7635,16,Male,Yes,0.06,2,3810,5490,1,19,5933,988,0.26,No
7636,18,Male,Yes,0.02,3,2910,6540,3,118,5894,736,0.8,No
7637,20,Male,Yes,0.05,0,2040,7590,5,217,8894,808,0.33,No
7638,22,Female,Yes,0.01,1,1170,1140,0,317,3929,785,0.86,No
7639,38,Male,Yes,0.03,0,1410,4440,5,320,6368,909,0.07,No
7640,40,Female,Yes,0.07,1,510,5490,7,419,3887,555,0.6,No
7641,43,Female,Yes,0.02,2,3240,6540,1,19,1656,552,0.13,No
7642,45,Male,Yes,0.06,3,2370,7590,4,118,3769,1256,0.66,No
7643,61,Female,Yes,0,2,2610,3390,1,121,7025,878,0.87,No
7644,63,Male,Yes,0.03,3,1710,4440,3,221,7158,715,0.4,Yes
7645,65,Male,Yes,0.07,0,840,5490,5,320,5003,714,0.93,No
7646,67,Female,Yes,0.03,2,3570,6540,0,419,1236,247,0.46,No
7647,15,Male,Yes,0.05,0,3810,2340,5,423,2285,571,0.67,No
7648,17,Female,Yes,0,1,2910,3390,7,22,3360,672,0.21,No
7649,19,Female,Yes,0.04,3,2040,4440,1,121,4404,880,0.74,No
7650,22,Female,Yes,0,0,1170,5490,3,221,3360,840,0.27,No
7651,52,Male,Yes,0.06,1,2910,5940,1,418,2999,749,0.72,No
7652,40,Female,Yes,0.05,0,510,2340,3,323,4135,827,0.01,No
7653,42,Male,Yes,0.01,1,3240,3390,5,423,2773,693,0.54,No
7654,44,Male,Yes,0.04,2,2370,4440,7,22,4132,826,0.07,No
7655,74,Female,Yes,0.03,3,510,4890,5,219,2468,822,0.53,No
7656,76,Male,Yes,0.06,1,3240,5910,7,318,3428,685,0.06,No
7657,64,Female,Yes,0.06,3,840,2310,1,224,3883,776,0.34,No
7658,66,Female,Yes,0.01,0,3570,3360,3,323,5556,1111,0.87,No
7659,29,Male,Yes,0,2,1710,3810,1,20,3046,1015,0.33,No
7660,31,Female,Yes,0.03,3,840,4860,3,119,4958,826,0.86,No
7661,33,Female,Yes,0.07,0,3540,5910,5,219,2929,585,0.39,No
7662,21,Male,Yes,0.06,3,1170,2310,7,124,5832,729,0.68,No
7663,51,Female,Yes,0.04,0,2910,2760,5,321,4339,867,0.13,No
7664,53,Male,Yes,0,1,2040,3810,7,421,3454,575,0.66,No
7665,55,Male,Yes,0.04,2,1140,4860,1,20,5250,656,0.19,No
7666,57,Male,Yes,0.07,3,3870,5910,4,119,5962,662,0.73,Yes
7667,73,Male,Yes,0.01,2,510,1710,1,123,1267,422,0.94,No
7668,76,Male,Yes,0.05,3,3240,2760,3,222,989,494,0.47,No
7669,78,Female,Yes,0.01,0,2340,3810,5,321,4766,680,0,No
7670,12,Female,Yes,0.04,2,1470,4860,0,421,1289,1289,0.53,No
7671,28,Female,Yes,0.06,0,1710,660,5,424,1404,468,0.74,No
7672,30,Female,Yes,0.02,1,810,1710,7,23,2111,527,0.27,No
7673,32,Male,Yes,0.05,3,3540,2760,1,123,6660,740,0.8,No
7674,48,Female,Yes,0,1,3780,6060,7,126,5425,1085,0.01,No
7675,50,Male,Yes,0.03,2,2910,7110,1,225,3750,535,0.54,No
7676,52,Male,Yes,0.07,0,2010,660,3,325,4008,1002,0.07,No
7677,54,Female,Yes,0.02,1,1140,1710,5,424,4347,869,0.6,No
7678,17,Male,Yes,0.01,2,2880,2160,3,121,2475,495,0.06,Yes
7679,72,Female,Yes,0,1,510,6060,5,27,4572,762,0.35,No
7680,75,Female,Yes,0.04,2,3210,7110,7,126,4074,452,0.88,No
7681,77,Female,Yes,0.07,3,2340,660,1,225,4961,620,0.41,No
7682,39,Male,Yes,0.05,0,480,1110,7,422,5256,750,0.86,No
7683,41,Female,Yes,0.01,2,3210,2160,1,21,3300,825,0.4,No
7684,29,Male,Yes,0.01,0,810,6060,3,427,1227,1227,0.68,No
7685,31,Male,Yes,0.04,1,3540,7110,5,27,3327,475,0.21,No
7686,62,Female,Yes,0.02,3,1680,7560,3,223,4929,821,0.67,No
7687,64,Male,Yes,0.06,0,810,1110,5,323,3220,460,0.2,No
7688,66,Male,Yes,0.02,1,3540,2160,7,422,5448,1089,0.73,No
7689,54,Female,Yes,0.01,0,1140,6060,1,328,3738,623,0.01,No
7690,16,Male,Yes,0.07,1,2880,6510,7,25,1275,637,0.47,No
7691,18,Female,Yes,0.03,2,2010,7560,1,124,5424,678,0,No
7692,20,Female,Yes,0.06,3,1140,1110,3,223,5022,627,0.53,No
7693,22,Female,Yes,0.02,0,3840,2160,5,323,1140,570,0.06,Yes
7694,38,Female,Yes,0.04,3,480,5460,3,326,4124,824,0.27,No
7695,40,Female,Yes,0,0,3210,6510,5,425,4472,894,0.81,No
7696,43,Male,Yes,0.03,1,2340,7560,7,25,683,341,0.34,No
7697,58,Male,Yes,0.05,0,2550,3360,5,28,4885,697,0.55,No
7698,61,Male,Yes,0.01,1,1680,4410,7,127,5487,1097,0.08,No
7699,63,Male,Yes,0.05,2,810,5460,1,227,5300,757,0.61,No
7700,65,Female,Yes,0,0,3540,6510,3,326,2134,711,0.14,No
7701,13,Male,Yes,0.02,2,3750,2310,0,329,744,744,0.35,No
7702,15,Female,Yes,0.06,3,2880,3360,3,429,4497,562,0.88,No
7703,17,Female,Yes,0.02,1,2010,4410,5,28,4518,1129,0.41,No
7704,19,Male,Yes,0.05,2,1110,5460,7,127,5552,793,0.94,No
7705,50,Female,Yes,0.03,3,2850,5910,5,324,3793,541,0.4,No
7706,37,Male,Yes,0.03,2,480,2310,7,230,5147,857,0.68,No
7707,40,Male,Yes,0.06,3,3210,3360,1,329,259,259,0.22,No
7708,70,Female,Yes,0.05,0,1350,3810,6,26,4438,493,0.67,No
7709,72,Male,Yes,0,1,450,4860,1,126,1898,949,0.2,No
7710,74,Male,Yes,0.04,3,3180,5910,3,225,5605,1121,0.73,No
7711,62,Female,Yes,0.03,1,810,2310,5,131,8599,781,0.02,No
7712,24,Male,Yes,0.02,2,2520,2760,2,328,8055,805,0.47,No
7713,26,Male,Yes,0.05,0,1650,3810,5,427,4434,633,0.01,No
7714,29,Female,Yes,0.01,1,780,4860,7,26,4408,629,0.54,No
7715,31,Female,Yes,0.04,2,3510,5910,1,125,2851,712,0.07,No
7716,47,Female,Yes,0.06,0,3720,1710,6,129,965,482,0.28,No
7717,49,Female,Yes,0.02,2,2850,2760,1,228,4695,586,0.81,No
7718,51,Male,Yes,0.06,3,1980,3810,3,327,4876,696,0.34,No
7719,53,Male,Yes,0.01,0,1110,4860,5,427,4518,753,0.87,No
7720,69,Male,Yes,0.03,3,1320,660,2,430,2042,680,0.08,No
7721,71,Male,Yes,0.07,0,450,1710,5,29,2382,476,0.61,No
7722,73,Female,Yes,0.03,1,3180,2760,7,129,601,300,0.14,No
7723,76,Female,Yes,0.06,2,2310,3810,1,228,11142,857,0.67,No
7724,23,Female,Yes,0,1,2520,7110,6,231,5330,888,0.89,No
7725,26,Female,Yes,0.04,2,1650,660,0,331,3780,630,0.42,Yes
7726,28,Female,Yes,0.07,3,780,1710,3,430,9304,664,0.95,No
7727,30,Male,Yes,0.03,1,3510,2760,5,29,1555,518,0.48,No
7728,46,Female,No,0.05,3,3720,6060,2,33,4335,722,0.69,No
7729,48,Male,Yes,0.01,0,2850,7110,4,132,3057,611,0.22,No
7730,50,Male,Yes,0.04,2,1980,660,7,231,1961,653,0.75,No
7731,12,Female,Yes,0.03,3,3720,1110,4,428,2169,723,0.21,No
7732,15,Male,Yes,0.06,0,2850,2160,6,28,1094,364,0.74,No
7733,70,Female,Yes,0.06,3,450,6060,0,433,5427,904,0.02,No
7734,72,Female,Yes,0.01,0,3180,7110,3,33,2470,617,0.55,No
7735,35,Male,Yes,0.07,1,1320,7560,0,230,4084,583,0.01,No
7736,37,Female,Yes,0.03,2,450,1110,2,329,7018,779,0.54,No
7737,39,Female,Yes,0.07,0,3150,2160,5,428,3468,693,0.07,No
7738,27,Male,Yes,0.06,2,780,6060,7,334,4568,652,0.36,Yes
7739,57,Female,Yes,0.04,3,2520,6510,4,31,4290,476,0.81,No
7740,59,Male,Yes,0,0,1650,7560,6,130,4506,563,0.34,No
7741,62,Male,Yes,0.04,2,750,1110,1,229,2576,644,0.87,No
7742,64,Male,Yes,0.07,3,3480,2160,3,329,2167,541,0.41,No
7743,12,Male,Yes,0.01,1,3720,5460,0,332,1997,998,0.62,Yes
7744,14,Male,Yes,0.05,3,2820,6510,2,431,10557,812,0.15,No
7745,16,Female,Yes,0,0,1950,7560,5,31,2181,727,0.68,No
7746,18,Female,Yes,0.04,1,1080,1110,7,130,3566,509,0.21,No
7747,34,Female,Yes,0.06,0,1320,4410,4,133,2397,799,0.42,No
7748,36,Female,No,0.02,1,420,5460,6,233,6495,927,0.95,No
7749,38,Male,Yes,0.05,2,3150,6510,0,332,3590,718,0.48,No
7750,40,Male,Yes,0.01,3,2280,7560,3,431,1750,350,0.01,No
7751,56,Male,Yes,0.03,2,2520,3360,0,435,1648,549,0.22,No
7752,58,Male,Yes,0.07,3,1620,4410,2,34,1950,650,0.75,No
7753,61,Female,Yes,0.02,0,750,5460,4,133,2899,724,0.28,No
